Configuration name,WBUF access,IBUF access,OBUF access,BBUF access,total SRAM access SA,VMEM access,IMM access,InsMem access,total SRAM access SIMD,total DRAM access SA,total DRAM access SIMD,SA compute cycles,SA stall cycles,total cycles SA,SIMD compute cycles,SIMD stall cycles,total cycles SIMD,Op count SA,Op count SIMD
ResNet18_Inference_SingleB_Design01,1163536.5,70968.0,1351570.0625,9705.9375,2595780.5,42574.75,563.5,1194.5,44332.75,37487.690088757394,25354.75,9294325.0,141477.14285714287,9435802.142857142,312096.0,1622704.0,1934800.0,4650942464.0,4896768.0
