Configuration name,WBUF access,IBUF access,OBUF access,BBUF access,VMEM access,IMM access,InsMem access,DRAM access filter,DRAM access ifmap,DRAM access psum,DRAM access ofmap,DRAM access bias,total DRAM access,SA compute cycles,SA stall cycles,SIMD compute cycles,SIMD stall cycles,total cycles,Op count
ResNet18_Inference_SingleB_Design01,1163536.5,70968.0,1351570.0625,9705.9375,42574.75,563.5,1194.5,5724.5,32552.565088757394,7840.0,16702.6875,22.6875,62842.440088757394,9294325.0,141477.14285714287,312096.0,1622704.0,11370602.142857144,4655839232.0
