Configuration name,WBUF access,IBUF access,OBUF access,BUBF access,VMEM access,IMM access,InsMem access,DARM access filter,DRAM access ifmap,DRAM access psum,DRAM access ofmap,DRAM access bias,total DRAM access,SA compute cycles,SA stall cycles,SIMD compute cycles,SIMD stall cycles,total cycles,Op count
ResNet50_Train_MultiB_Design01,9187311616.0,574206976.0,2274254816.0,22573088.0,683191260.625,9608704.0,14526171.7734375,5657340.0,681657059.625,444468672.0,48678699.875,311.4375,1180462082.9375,18510076832.0,15642029536.0,3723910766.0,19958513138.0,57834530272.0,9467308387424.0
