Configuration name,WBUF access,IBUF access,OBUF access,BBUF access,total SRAM access SA,VMEM access,IMM access,InsMem access,total SRAM access SIMD,total DRAM access SA,total DRAM access SIMD,SA compute cycles,SA stall cycles,total cycles SA,SIMD compute cycles,SIMD stall cycles,total cycles SIMD,Op count SA,Op count SIMD
ResNet18_Train_MultiB_Design01,674505356.0,41478488.75,184879003.25,721908.75,901584756.75,24644101.5,18069.5,521847.5625,25184018.5625,9118277.80287518,5693318.75,1335077927.0,9877511.0,1344955438.0,263298762.0,182184152.0,445482914.0,679582511104.0,2140870016.0
