Configuration name,WBUF access,IBUF access,OBUF access,BBUF access,VMEM access,IMM access,InsMem access,DRAM access filter,DRAM access ifmap,DRAM access psum,DRAM access ofmap,DRAM access bias,total DRAM access,SA compute cycles,SA stall cycles,SIMD compute cycles,SIMD stall cycles,total cycles,Op count
ResNet18_Train_MultiB_Design01,674505356.0,41478488.75,184879003.25,721908.75,24644101.5,18069.5,521847.5625,410423.0,9683055.365375182,2168850.5,2549205.25,62.4375,14811596.552875182,1335077927.0,9877511.0,263298762.0,182184152.0,1790438352.0,681723381120.0
