Configuration name,WBUF access,IBUF access,OBUF access,BBUF access,total SRAM access SA,VMEM access,IMM access,InsMem access,total SRAM access SIMD,total DRAM access SA,total DRAM access SIMD,SA compute cycles,SA stall cycles,total cycles SA,SIMD compute cycles,SIMD stall cycles,total cycles SIMD,Op count SA,Op count SIMD
ResNet50_Train_MultiB_Design01,1495029900.0,93062264.75,402438331.25,2941524.75,1993472020.75,83097391.5,75275.5,1769779.3125,84942446.3125,40374612.19190579,22659315.75,3004450293.0,485548320.0,3489998613.0,908839092.0,725096056.0,1633935148.0,1519799644160.0,7250124672.0
