Configuration name,WBUF access,IBUF access,OBUF access,BUBF access,VMEM access,IMM access,InsMem access,DARM access filter,DRAM access ifmap,DRAM access psum,DRAM access ofmap,DRAM access bias,total DRAM access,SA compute cycles,SA stall cycles,SIMD compute cycles,SIMD stall cycles,total cycles,Op count
ResNet50_Inference_MultiB_Design01,55207133184.0,3450445824.0,54140093952.0,1067039232.0,3236038656.0,922435584.0,102220800.0,12480.5,2974777344.0,2006731776.0,1790673408.0,107.6875,6772195116.1875,446343171072.0,6407966160.0,26500306944.0,184885051392.0,664136495568.0,226547516571648.0
