Configuration name,WBUF access,IBUF access,OBUF access,BUBF access,VMEM access,IMM access,InsMem access,DARM access filter,DRAM access ifmap,DRAM access psum,DRAM access ofmap,DRAM access bias,total DRAM access,SA compute cycles,SA stall cycles,SIMD compute cycles,SIMD stall cycles,total cycles,Op count
ResNet50_Inference_SingleB_Design01,2246384.0,140399.0,2202966.0625,43417.9375,131674.75,9898.0,4159.375,12480.5,117943.0,81536.0,72862.6875,107.6875,284929.875,18226522.0,643122.0,1078124.0,7324528.0,27272296.0,9218242048.0
